annual_income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,interest_rate,employment_years,default
123252.93,0.228,0.114,0,7.8,45013.44,3.52,17.7,0
111230.22,0.401,0.319,0,8.2,44614.44,8.01,9.5,0
73114.8,0.263,0.542,0,13.0,15475.24,9.76,9.9,0
148847.49,0.308,0.57,0,7.5,39976.3,9.1,4.9,0
69467.02,0.341,0.247,1,13.0,23534.35,7.76,1.6,0
117292.87,0.309,0.63,0,19.2,16023.72,9.23,4.9,0
70667.85,0.429,0.582,2,22.2,28745.15,10.37,1.7,0
59999.99,0.102,0.301,0,28.7,16480.51,5.24,1.1,0
96159.49,0.03,0.014,0,12.6,17175.38,3.5,4.1,0
78470.27,0.453,0.549,1,7.4,10848.23,11.41,12.8,1
60524.88,0.48,0.1,0,11.1,8234.58,5.36,4.0,0
76772.02,0.336,0.573,0,7.8,13762.72,9.25,5.5,1
96509.88,0.287,0.558,0,5.5,47096.37,9.49,2.8,1
70779.9,0.303,0.324,1,11.8,17160.72,6.35,6.1,0
18000.0,0.368,0.283,0,7.7,5955.47,8.24,3.7,0
153295.38,0.365,0.105,0,3.5,50281.01,5.67,2.4,0
63726.6,0.194,0.071,0,6.7,20092.64,4.69,5.7,0
48145.89,0.238,0.164,0,10.6,13138.52,5.74,2.7,0
28692.4,0.365,0.745,0,5.8,12235.25,14.95,1.5,0
76371.52,0.196,0.427,1,10.3,26374.65,9.05,1.7,1
47914.71,0.153,0.596,1,3.7,17128.35,12.65,25.2,0
62452.16,0.181,0.387,0,6.0,7273.56,6.71,5.7,0
49869.24,0.461,0.431,0,11.1,17882.75,10.15,2.7,0
93987.77,0.277,0.528,1,5.8,29174.89,8.92,8.6,0
250000.0,0.291,0.327,0,8.5,26925.66,8.05,29.7,0
94739.98,0.296,0.712,1,10.8,32982.03,9.27,4.1,1
123861.12,0.136,0.318,0,11.5,12982.77,7.44,6.7,0
79378.21,0.168,0.01,0,5.6,17390.83,6.22,10.1,0
62515.6,0.163,0.363,1,16.7,17860.73,8.3,12.7,0
66328.41,0.236,0.992,0,11.3,21406.41,12.35,3.5,1
39036.61,0.382,0.591,0,18.7,17047.44,8.6,7.0,0
52338.08,0.273,0.262,0,10.1,11121.39,3.87,3.4,0
101730.11,0.199,0.624,1,16.5,29659.63,6.71,7.8,0
92790.4,0.261,0.722,0,11.4,32484.21,8.98,3.8,0
53660.83,0.393,1.0,2,11.7,15789.08,14.29,29.6,1
31959.24,0.48,0.826,1,16.2,16113.78,10.52,4.3,1
68598.42,0.22,0.698,0,8.0,26314.84,7.96,12.9,0
32965.24,0.496,0.237,0,3.4,14660.54,9.98,1.0,0
65712.05,0.495,0.809,1,3.9,8614.71,11.37,11.5,1
102682.32,0.199,0.426,1,9.6,19842.27,7.81,7.9,0
55393.87,0.225,0.463,1,23.7,20863.16,8.5,5.8,0
53082.66,0.363,0.755,3,20.5,22128.25,10.56,6.1,1
74980.68,0.295,0.413,0,22.4,25729.37,6.76,4.1,0
60767.52,0.234,0.284,0,26.9,20015.2,6.07,3.1,0
37095.91,0.354,0.565,1,16.3,16081.43,10.15,4.9,0
60925.74,0.19,0.792,1,4.2,25866.79,13.41,16.2,0
77884.65,0.41,0.153,0,4.8,28483.49,4.88,1.6,0
165309.85,0.377,0.266,0,4.5,52189.69,4.48,1.1,0
69629.43,0.195,0.325,0,26.3,18876.18,6.43,1.5,0
72334.58,0.214,0.43,1,5.6,12548.93,10.85,15.8,0
83216.52,0.434,0.979,1,7.5,11308.79,13.2,8.8,1
72508.47,0.333,0.794,1,12.1,7284.1,11.21,7.9,0
101075.08,0.257,0.465,2,5.4,39552.43,9.11,4.5,1
122788.67,0.332,0.308,1,2.6,15607.34,9.98,6.4,0
124926.18,0.37,0.601,0,5.3,55544.74,9.61,5.8,0
78721.8,0.164,0.48,0,11.9,25677.54,7.47,2.1,0
180057.73,0.2,0.519,0,7.0,66835.37,8.84,9.5,0
49945.72,0.229,0.453,0,10.2,10229.72,6.54,1.9,0
150421.15,0.311,0.325,0,9.7,35959.79,8.16,7.3,0
93577.07,0.384,0.527,1,15.2,38259.15,6.41,5.7,0
117099.52,0.357,0.911,0,6.6,56548.99,13.31,5.5,1
66633.78,0.164,0.067,0,13.7,14258.96,5.71,6.4,0
72202.17,0.373,0.632,0,1.7,34559.79,11.57,4.2,1
125121.26,0.348,0.581,0,12.3,56801.49,8.18,1.7,0
35999.17,0.339,0.371,1,9.9,5450.45,10.2,3.9,0
81322.34,0.097,0.12,0,21.3,23153.66,4.73,10.1,0
27752.86,0.155,0.5,0,9.3,5516.61,9.86,6.6,0
51205.48,0.277,0.491,2,6.3,6314.87,10.3,7.8,1
43900.3,0.184,0.293,2,4.4,15629.0,9.14,11.2,0
83194.73,0.249,0.126,0,5.9,27367.32,5.78,9.7,0
234329.94,0.144,0.889,0,18.8,80000.0,8.24,15.2,0
169196.14,0.258,0.416,1,4.1,45781.0,8.41,4.6,0
27187.63,0.396,0.243,2,8.0,13357.83,9.21,2.1,1
90045.56,0.356,0.558,0,6.8,12889.97,9.34,6.7,0
96567.43,0.373,0.388,0,2.4,45440.59,7.59,9.0,0
47879.35,0.479,0.586,3,1.5,16177.91,12.11,4.7,1
85515.21,0.367,0.067,0,5.7,36026.41,5.58,2.4,0
90997.74,0.325,0.519,0,25.6,37465.83,8.15,3.4,0
36766.02,0.31,0.409,0,18.8,3653.48,9.96,3.4,0
36311.05,0.404,0.324,0,11.3,13177.52,10.78,6.8,0
91391.32,0.068,0.074,0,17.6,27255.72,3.84,12.7,0
93140.25,0.132,0.211,0,5.5,17315.31,6.65,6.1,0
42419.25,0.328,0.43,0,5.8,10154.43,5.3,1.1,0
51145.97,0.339,0.322,1,8.7,14780.25,8.39,11.6,0
69350.26,0.141,0.492,0,8.1,22503.72,6.96,3.3,0
140043.04,0.281,0.01,1,5.0,13646.63,6.48,9.5,0
73070.97,0.147,0.532,1,15.3,29910.83,5.85,6.7,0
148358.15,0.159,0.829,0,4.4,41805.13,10.17,7.4,0
41957.34,0.396,0.568,1,2.9,10474.28,8.16,4.7,1
84402.52,0.345,0.094,0,3.8,33253.99,5.93,1.5,0
44003.35,0.362,0.376,2,1.7,20635.47,13.26,15.4,1
100610.63,0.251,0.558,0,10.8,8601.37,7.2,0.7,0
52124.77,0.17,0.411,0,9.0,13316.2,5.84,2.4,0
134112.82,0.525,0.355,1,11.2,53412.45,8.8,5.2,0
29200.33,0.274,0.153,0,9.2,6291.18,4.69,10.8,0
169230.58,0.405,0.097,1,11.8,54513.44,8.45,13.9,0
72785.99,0.136,0.544,0,5.3,11443.25,7.12,1.2,0
71391.57,0.435,0.387,1,13.0,15389.39,6.37,4.6,0
102052.48,0.461,0.354,1,3.6,37844.75,10.07,8.0,1
116964.69,0.255,0.38,0,5.6,23367.51,9.9,3.4,0
48225.32,0.152,0.498,0,17.1,16075.2,7.77,7.5,0
89400.44,0.264,0.219,0,4.7,20174.98,5.76,12.6,0
195135.39,0.321,0.132,0,4.3,28211.69,7.21,16.0,0
44813.85,0.228,0.473,0,10.2,5117.71,9.03,10.0,0
187823.32,0.19,0.246,0,12.2,80000.0,8.16,4.3,0
68184.1,0.326,0.419,1,4.3,31700.4,9.97,5.1,1
45529.95,0.46,0.912,2,16.2,18116.47,9.64,2.2,1
46684.04,0.123,0.608,0,5.4,11250.57,8.86,8.9,0
63216.31,0.189,0.748,0,13.2,19363.61,8.84,4.9,0
23919.34,0.367,0.184,0,4.3,6483.01,6.66,2.9,0
61180.01,0.155,0.278,0,18.5,26724.63,3.5,5.2,0
54550.14,0.323,0.376,0,17.8,12734.37,6.46,2.1,0
41175.94,0.506,0.35,1,10.0,11786.7,6.9,2.5,0
113701.57,0.478,0.251,1,20.4,25829.3,8.4,0.5,0
71349.74,0.281,0.357,0,23.1,24400.53,6.54,5.7,0
39757.44,0.358,0.994,0,14.7,9321.66,12.58,6.3,0
59642.88,0.422,0.237,0,20.3,24866.61,8.02,6.9,0
62022.84,0.358,0.265,1,8.4,13106.7,7.09,0.4,0
76465.2,0.289,0.153,0,6.3,27267.69,6.74,4.0,0
46360.45,0.114,0.523,1,5.4,14033.93,10.03,6.7,0
49254.12,0.573,0.497,1,8.4,16426.31,13.42,5.4,1
78599.48,0.169,0.301,1,9.2,27310.11,10.37,14.5,0
53314.87,0.32,0.165,0,6.2,21555.26,7.8,5.7,0
48190.94,0.258,0.544,2,3.4,14351.52,9.41,4.2,1
102501.72,0.196,0.247,0,12.1,16535.13,10.36,4.0,0
89787.62,0.235,0.796,1,23.6,15064.89,12.23,5.6,0
66878.11,0.155,0.67,0,5.4,5347.79,11.57,11.4,0
90147.99,0.287,0.606,0,8.1,14376.02,11.89,3.6,0
49462.5,0.357,0.389,0,18.5,19539.24,7.13,6.4,0
44379.78,0.118,0.567,1,19.1,9219.46,6.58,8.8,0
56088.73,0.276,0.71,0,5.4,21990.18,10.56,1.2,0
163967.6,0.282,0.198,0,6.1,48124.74,7.79,2.9,0
82259.75,0.248,0.235,0,3.2,30150.73,7.26,3.2,1
62986.06,0.227,0.182,0,8.3,12693.21,5.31,2.1,0
179343.76,0.263,0.05,0,9.1,72384.78,9.15,3.7,0
63395.13,0.176,0.454,1,12.5,11491.83,10.14,1.3,0
195033.67,0.151,0.316,0,8.4,39775.99,6.7,9.7,1
56713.92,0.437,0.502,0,15.8,21446.65,13.77,2.7,0
43697.82,0.327,0.425,0,2.6,7139.41,6.35,3.5,0
62981.32,0.126,0.461,1,15.8,24355.65,6.51,3.0,0
67011.63,0.134,0.733,2,11.0,21303.41,12.52,5.6,1
41315.27,0.31,0.536,0,6.0,15810.54,10.8,1.9,1
188424.76,0.368,0.254,0,9.2,63345.33,5.32,11.0,0
85349.05,0.109,0.142,0,12.0,26461.94,6.38,6.2,0
78627.05,0.447,0.55,1,13.0,23609.0,9.16,9.2,0
56607.67,0.142,0.198,1,7.5,15414.63,5.12,12.7,0
48606.07,0.158,0.22,0,7.1,5901.99,8.35,4.0,0
86595.77,0.318,0.234,1,2.5,12652.39,7.16,2.2,0
28042.41,0.273,0.451,0,17.6,2683.73,8.56,9.1,0
52178.95,0.287,0.467,0,9.9,10236.03,6.29,7.3,0
56157.5,0.373,0.922,1,3.0,25491.44,9.36,12.5,0
106778.03,0.445,0.769,0,6.4,43962.12,7.25,2.8,1
58861.95,0.247,0.384,0,6.7,4512.06,9.3,6.9,0
70807.07,0.339,0.365,1,16.4,10037.83,6.96,3.9,0
76956.16,0.247,0.068,0,22.1,19857.04,3.88,8.5,0
160677.3,0.168,0.259,0,11.3,15161.44,5.71,7.9,0
31070.34,0.195,0.581,0,12.9,9238.21,7.66,5.5,1
128227.54,0.03,0.309,1,10.9,6411.38,7.03,2.8,0
64225.45,0.411,0.102,0,11.8,24574.27,8.45,2.8,0
86276.51,0.242,0.51,0,1.0,34495.52,7.05,3.0,0
62290.84,0.177,0.112,0,23.5,26824.68,3.72,12.5,0
84431.1,0.211,0.448,0,13.4,18773.32,9.82,4.2,0
76357.76,0.227,0.398,0,6.2,4800.34,6.25,6.5,0
42456.07,0.223,0.255,0,8.4,14832.26,6.01,10.8,0
38994.64,0.316,0.473,1,6.9,14014.73,9.66,2.4,1
41142.78,0.499,0.29,0,10.6,15661.87,7.22,14.1,0
62126.89,0.413,0.311,1,21.4,24781.51,5.2,5.8,0
43682.44,0.382,0.186,0,23.3,21133.89,4.59,4.1,0
56699.85,0.153,0.266,1,8.8,7710.3,7.27,2.0,1
25826.68,0.461,0.409,0,12.6,4652.22,8.39,14.7,0
65334.02,0.262,0.519,1,8.7,20629.07,9.6,7.0,0
96899.62,0.435,0.32,1,6.5,16310.78,10.12,3.8,0
113968.41,0.19,0.556,0,8.0,16945.08,12.16,6.4,0
57061.23,0.566,0.925,0,19.8,14667.42,13.19,2.5,0
63223.64,0.387,0.352,0,10.7,19184.53,10.59,8.5,0
44177.0,0.202,0.316,1,15.2,4954.61,7.01,7.0,0
152540.84,0.144,0.194,0,7.1,58001.41,4.99,7.3,0
172084.24,0.15,0.847,0,6.6,77705.01,11.84,10.8,1
116334.07,0.182,0.213,0,9.1,11944.36,5.46,3.9,0
224679.65,0.27,0.295,1,8.8,76560.08,8.71,3.9,0
49956.71,0.376,0.424,0,5.5,21790.99,10.44,3.4,1
37603.24,0.389,0.39,0,8.9,6603.85,8.07,9.6,0
43200.11,0.28,0.714,0,5.2,14647.2,10.4,10.7,0
61936.86,0.148,0.398,0,12.2,10387.28,7.08,5.0,0
247579.75,0.373,0.493,0,15.8,16351.82,7.96,1.9,0
60774.83,0.234,0.265,0,4.8,28778.78,5.97,1.6,0
44525.59,0.376,0.303,0,19.6,17706.76,6.73,3.0,0
43373.91,0.213,0.442,1,15.4,17042.34,8.32,3.9,0
114527.07,0.158,0.525,2,6.6,17195.09,6.43,2.2,0
92936.22,0.359,0.253,0,16.1,24623.72,6.78,4.6,0
64087.14,0.209,0.01,0,5.4,22598.2,5.29,3.4,0
26870.24,0.319,0.383,1,13.7,5729.47,5.52,10.5,0
32181.57,0.264,0.809,2,7.1,6551.59,13.5,6.2,1
205047.69,0.146,0.212,0,12.1,22273.87,7.81,14.9,0
91963.52,0.467,0.238,0,9.3,19637.82,9.14,4.6,0
77060.42,0.414,0.109,0,9.0,12011.04,4.68,13.4,0
176948.95,0.249,0.252,0,23.1,47524.28,9.08,5.2,0
201194.78,0.087,0.107,0,10.8,69065.79,4.6,3.5,0
68674.97,0.239,0.19,0,15.6,27829.53,5.77,5.1,0
50222.96,0.43,0.502,0,2.6,13334.54,9.06,2.4,0
62955.88,0.316,0.01,0,10.3,17710.26,4.78,4.7,0
71524.19,0.2,0.201,0,4.9,16369.23,8.69,3.2,0
41033.19,0.256,0.573,0,15.8,11571.44,9.46,4.1,0
25222.47,0.334,0.448,1,1.3,7962.44,9.5,7.9,1
32027.85,0.183,0.284,2,11.5,3229.67,8.14,5.0,0
114903.39,0.399,0.638,0,9.8,11642.01,6.03,3.3,0
34277.18,0.519,0.427,0,13.3,3535.57,8.72,1.9,0
201662.86,0.405,0.269,0,15.3,43358.16,5.58,4.6,0
49727.12,0.252,0.064,1,11.0,11256.56,4.77,8.6,0
105648.41,0.479,0.594,0,13.1,55189.91,11.04,11.9,0
45674.96,0.222,0.292,1,15.1,5352.02,8.06,2.8,0
36752.57,0.203,0.266,0,8.9,2778.32,5.66,9.3,0
113534.84,0.249,0.327,1,9.9,37448.95,9.06,13.7,0
152238.27,0.302,0.521,0,7.3,65200.73,9.56,13.2,0
58488.03,0.12,0.164,0,24.2,10442.41,5.83,10.1,0
49263.96,0.311,0.799,0,3.3,16335.08,11.28,12.2,1
36565.71,0.365,0.688,0,20.4,14254.47,7.92,6.8,0
54287.09,0.2,0.776,0,12.7,20587.55,8.82,15.4,0
77203.45,0.235,0.622,0,12.9,22072.14,9.08,14.6,0
58999.44,0.167,0.307,1,10.4,25404.19,6.76,8.3,0
25190.76,0.3,0.629,0,8.8,11893.01,9.37,6.2,0
48329.7,0.399,0.573,1,17.8,20073.85,10.98,4.3,1
101512.17,0.202,0.262,0,1.8,45541.01,3.57,10.4,0
79701.42,0.22,0.024,0,9.1,14639.43,6.17,1.2,0
57060.73,0.242,0.447,0,9.4,16597.3,9.95,1.1,0
36601.65,0.195,0.829,0,3.6,13772.06,10.98,1.6,1
61454.51,0.223,0.381,1,16.5,7978.63,8.34,4.6,0
120735.39,0.248,0.484,1,3.0,14325.75,10.81,7.9,0
37313.98,0.192,0.439,0,6.8,5955.98,8.23,3.0,0
85240.7,0.195,0.372,1,7.8,13391.34,8.54,3.8,0
60496.05,0.342,0.359,1,2.6,22535.95,8.39,23.2,0
85467.08,0.41,0.31,0,7.6,25760.2,6.23,6.1,0
61972.47,0.377,0.207,0,10.8,26974.94,4.56,26.7,0
62553.22,0.19,0.035,1,18.6,21271.82,6.64,4.2,0
58821.16,0.227,0.869,0,4.4,14242.35,10.6,3.7,0
57760.68,0.314,0.424,1,10.2,24290.47,8.16,17.4,0
89089.55,0.275,0.385,0,9.7,31966.3,5.7,4.1,0
113351.6,0.204,0.117,0,8.4,10623.12,6.04,4.3,0
145763.18,0.531,0.63,2,4.3,39273.41,13.76,0.5,1
68096.43,0.442,0.246,1,13.1,26983.6,5.69,6.4,0
24009.46,0.322,0.672,0,15.5,11698.33,10.36,5.2,0
101790.91,0.319,0.813,3,7.6,20043.4,13.24,3.4,1
56225.84,0.258,0.132,0,6.4,27641.16,4.75,11.3,0
185735.66,0.175,0.343,0,13.8,35120.11,6.5,8.7,0
141422.76,0.457,0.342,0,6.6,43089.88,8.18,2.8,0
57133.44,0.285,0.199,0,11.2,12756.9,6.32,7.1,0
63083.71,0.418,0.622,2,10.3,26033.34,13.03,4.8,1
46780.35,0.312,0.296,2,3.7,12609.17,10.84,8.9,1
73332.76,0.307,0.493,0,23.0,12411.99,7.66,15.9,0
87313.14,0.286,0.244,0,11.5,15561.88,7.89,2.8,0
136385.69,0.136,0.381,0,6.3,22744.28,6.63,3.8,0
82144.95,0.224,0.827,0,9.8,40595.13,8.72,5.5,1
78356.88,0.188,0.605,1,10.9,16902.95,9.32,3.8,0
206722.54,0.23,0.793,1,22.2,80000.0,10.51,8.8,0
48122.1,0.385,0.323,0,16.1,12080.02,8.11,4.8,0
29561.96,0.322,0.213,0,24.9,11181.94,5.2,3.7,0
33965.21,0.47,0.024,2,23.7,6007.63,8.56,6.8,1
137731.08,0.375,0.399,0,3.8,33547.49,9.27,3.7,0
66138.09,0.204,0.463,0,5.2,23651.62,8.87,10.0,0
80489.53,0.322,0.43,0,4.0,23663.38,7.42,3.6,0
56317.97,0.377,0.058,1,20.0,16288.34,7.41,7.6,0
43184.26,0.39,0.631,4,3.5,15865.12,11.94,0.9,1
47421.11,0.292,0.505,0,6.1,12926.45,11.46,9.8,0
96678.16,0.219,0.268,0,16.3,31610.29,5.61,15.1,0
70483.1,0.156,0.582,0,23.1,11508.94,8.94,0.4,0
70263.4,0.208,0.25,1,24.5,22727.25,10.12,2.9,0
71832.79,0.243,0.26,1,13.9,29674.64,9.46,5.7,0
50675.03,0.207,0.383,0,8.0,10466.8,9.5,6.8,0
35181.5,0.157,0.268,1,17.9,14628.84,8.26,9.7,0
29541.2,0.219,0.348,0,13.2,2878.65,6.0,4.2,0
250000.0,0.164,0.194,0,12.8,64433.11,6.16,14.0,0
144108.89,0.091,0.71,0,11.2,47203.57,9.79,7.0,0
110788.9,0.267,0.525,1,8.6,26871.03,11.31,25.2,0
42768.93,0.279,0.822,2,2.3,10303.73,15.13,4.3,1
79932.13,0.17,0.114,0,12.8,6696.98,6.3,13.4,0
52721.21,0.347,0.582,1,4.1,12949.41,11.1,4.4,0
35598.94,0.219,0.421,0,9.7,15912.79,7.14,2.8,1
38889.15,0.466,0.401,5,9.0,13735.33,11.59,4.2,1
174612.1,0.057,0.056,1,10.5,64695.12,7.4,2.9,0
97371.37,0.365,0.221,0,3.4,40909.12,7.47,8.9,1
53199.64,0.308,0.205,0,14.3,18888.77,4.78,8.8,0
64708.27,0.095,0.239,0,8.2,20869.56,7.08,6.9,0
103275.0,0.309,0.341,1,6.6,10088.22,8.93,4.4,0
55297.23,0.234,0.375,1,10.5,20136.06,9.1,1.7,0
76946.97,0.351,0.199,2,12.4,31306.45,7.39,13.4,0
82371.65,0.336,0.356,1,0.6,20230.23,7.87,8.1,1
89370.91,0.361,0.378,0,6.7,32449.13,8.61,5.3,0
97075.66,0.317,0.337,0,12.6,14007.14,8.22,8.1,0
43857.86,0.297,0.389,0,13.8,9854.75,10.29,9.2,0
46274.01,0.304,0.73,0,4.7,8268.94,11.81,13.4,0
34482.36,0.184,0.764,2,5.7,3582.74,12.56,7.8,1
41123.66,0.184,0.475,0,16.7,11457.56,8.06,2.4,0
61350.38,0.434,0.274,0,7.5,26313.69,6.78,1.7,0
90301.65,0.455,0.232,1,10.4,21715.37,7.83,4.1,0
41345.54,0.231,0.119,0,3.7,10731.26,6.27,8.3,0
77406.22,0.472,0.496,1,17.7,26639.14,11.93,11.6,0
100960.9,0.308,0.568,0,4.0,23196.9,8.01,4.1,0
20970.81,0.305,0.288,1,4.9,7073.23,8.73,5.4,1
43891.01,0.291,0.348,0,4.4,23105.11,6.8,1.9,0
195583.15,0.327,0.01,0,6.5,52344.38,7.01,3.3,0
59466.38,0.269,0.831,1,8.8,21643.06,10.82,13.4,0
32076.52,0.346,0.073,1,13.6,6493.67,7.84,11.4,0
79726.57,0.372,0.975,2,11.7,23443.81,15.03,3.0,1
40662.83,0.266,0.769,1,5.9,12921.48,11.19,9.3,1
111123.86,0.477,0.502,0,6.6,20737.16,9.7,2.8,0
45120.9,0.327,0.349,0,12.5,20487.98,7.63,1.8,0
67441.3,0.236,0.717,0,4.7,14071.53,10.07,7.8,0
48076.54,0.298,0.29,0,5.5,14807.38,6.64,5.8,0
65635.44,0.351,0.722,0,16.3,7221.42,11.29,4.5,0
42768.37,0.498,1.0,1,10.2,18779.85,16.25,2.1,1
60349.06,0.179,0.486,4,13.7,20738.7,11.36,6.7,1
39728.83,0.267,0.112,0,20.5,6670.13,6.4,3.7,0
72215.45,0.369,0.39,2,4.4,24431.71,10.11,5.3,0
67409.18,0.211,0.311,1,4.0,8520.18,8.68,7.4,0
27840.23,0.363,0.17,1,7.0,5820.58,7.1,8.9,0
121807.46,0.192,0.366,1,18.2,31731.65,8.97,11.9,0
73857.05,0.141,0.272,0,5.8,8795.05,7.28,2.0,0
80478.43,0.394,0.171,0,15.3,23846.16,7.8,6.1,0
108400.07,0.351,0.324,0,1.6,33388.16,11.24,10.2,0
70194.65,0.315,0.404,2,11.9,9646.8,10.02,13.5,0
101763.12,0.254,0.715,1,2.0,27738.89,12.05,1.0,1
60554.68,0.264,0.063,0,9.9,18877.71,4.7,5.0,0
88862.19,0.197,0.64,1,25.1,27192.66,10.16,4.8,0
57948.6,0.501,0.284,2,13.0,27970.28,8.21,4.2,0
83448.35,0.2,0.402,0,19.6,38027.31,8.13,6.2,1
94137.12,0.207,0.01,1,9.6,20247.59,7.05,5.8,0
95870.47,0.374,0.899,1,12.8,22933.4,13.92,5.3,1
97081.27,0.481,0.426,2,13.3,34553.04,11.49,3.3,0
53877.2,0.336,0.559,1,3.2,19614.01,10.09,5.1,0
52774.93,0.324,0.308,0,4.8,7782.91,6.48,1.4,0
76553.68,0.386,0.491,0,3.7,23649.31,11.29,4.2,0
59718.47,0.172,0.229,0,24.1,25910.0,6.65,3.6,0
37084.4,0.355,0.469,0,18.3,15729.54,6.68,3.2,0
27754.19,0.198,0.01,1,9.1,2804.39,8.47,9.5,0
19812.97,0.43,0.759,4,3.3,4582.62,14.73,10.0,1
209825.14,0.247,0.16,0,6.6,47541.23,7.28,1.0,0
60677.25,0.17,0.633,0,7.3,15346.83,7.6,2.8,0
156263.93,0.325,0.303,1,1.3,28996.22,6.91,3.7,0
64607.58,0.37,0.823,2,1.8,23661.25,15.01,5.0,1
65712.52,0.304,0.222,1,5.4,12605.54,8.93,1.8,0
30194.46,0.247,0.256,0,18.2,8508.37,9.09,11.7,0
91534.54,0.095,0.085,0,20.0,26770.6,6.94,6.3,0
187946.58,0.164,0.501,0,7.2,41290.5,6.34,6.3,0
170536.93,0.083,0.01,0,24.7,44571.67,3.5,6.4,0
105040.88,0.167,0.248,0,14.3,15124.47,4.77,9.1,0
38452.74,0.25,0.612,0,26.0,4705.28,5.65,3.3,0
61492.84,0.066,0.032,0,17.7,14488.29,4.87,3.4,0
55802.29,0.126,0.347,0,4.8,19938.05,4.67,3.5,0
136861.99,0.215,0.24,0,11.5,27999.4,7.19,13.2,0
169989.94,0.27,0.051,0,13.2,24376.78,7.8,7.3,0
70113.19,0.213,0.726,0,8.9,10322.59,9.96,1.2,0
55987.94,0.29,0.848,0,3.7,15327.05,14.19,2.4,0
123950.33,0.361,0.193,1,8.0,30412.12,9.34,1.9,1
37690.61,0.298,0.482,0,12.9,15781.25,8.02,2.6,0
58081.83,0.419,0.685,0,11.2,21637.98,12.11,0.0,0
84947.92,0.437,0.627,0,1.5,40732.36,13.24,16.7,1
42811.58,0.162,0.605,1,24.7,18828.98,13.93,9.3,0
46174.45,0.478,0.496,1,7.6,10034.95,10.79,24.8,0
47193.14,0.222,0.3,0,6.1,15391.14,8.15,5.1,0
143034.76,0.275,0.365,0,7.0,53732.23,11.11,4.8,0
179755.0,0.135,0.243,1,5.4,56467.27,7.45,4.4,0
81893.32,0.165,0.109,0,9.8,22149.37,7.32,1.7,0
55885.45,0.38,0.107,0,6.8,19467.57,7.05,9.4,0
51760.45,0.349,0.219,0,17.4,7479.61,7.74,15.6,0
75675.45,0.247,0.73,1,8.6,18286.29,8.57,2.4,0
58053.24,0.137,0.645,0,10.1,14622.85,11.0,5.2,0
78775.1,0.237,0.517,0,8.0,4190.65,8.33,5.6,0
70898.19,0.548,0.782,1,4.2,15992.15,15.71,0.8,1
55278.2,0.259,0.504,0,9.5,6462.58,7.15,12.1,0
71275.56,0.235,0.57,2,18.8,26342.03,11.75,6.7,0
54659.44,0.436,0.565,0,12.4,26617.46,11.12,12.6,0
63863.57,0.144,0.359,0,7.7,25863.72,8.98,2.9,0
68899.77,0.359,0.305,0,21.7,12355.27,8.52,11.8,0
83259.86,0.304,0.295,0,14.7,16058.2,5.2,11.9,0
31673.8,0.091,0.428,0,19.1,8567.5,8.24,7.0,0
154560.54,0.266,0.297,0,15.2,71492.17,7.97,2.3,0
72094.16,0.355,0.855,0,21.7,19931.21,11.2,2.3,0
75906.47,0.392,0.512,0,1.7,9781.87,8.9,11.0,0
95999.12,0.474,0.204,0,6.7,16676.6,6.28,12.0,0
58644.75,0.342,0.305,0,7.2,9178.45,6.89,2.6,0
40189.08,0.383,0.427,0,5.7,14056.8,7.89,7.5,0
44773.52,0.286,0.6,0,9.8,18142.4,10.58,9.1,0
44649.68,0.302,0.303,0,10.1,9824.69,7.62,10.5,1
95135.78,0.373,0.495,0,7.6,25751.27,9.45,12.2,0
73472.24,0.241,0.523,1,4.3,26339.94,12.23,1.9,1
85981.87,0.224,0.408,1,23.8,15109.22,8.13,4.9,0
18000.0,0.229,0.721,0,7.7,4352.27,11.35,1.5,0
43916.42,0.432,0.598,2,7.3,22146.86,12.95,13.8,1
88835.02,0.386,0.425,2,4.6,32050.13,12.14,2.2,1
73744.26,0.345,0.375,0,16.6,28608.15,9.92,1.2,0
39471.32,0.498,0.699,0,18.8,11199.04,11.39,7.4,0
55686.74,0.198,0.127,0,5.4,5867.73,7.48,12.1,0
18000.0,0.227,0.367,0,10.9,8416.67,8.9,5.3,0
51290.99,0.157,0.131,1,21.0,11735.89,6.78,2.0,0
125223.04,0.31,0.437,0,5.3,41703.14,4.72,3.3,0
57286.09,0.223,0.642,2,14.6,24811.8,9.58,6.9,0
47122.83,0.234,0.661,0,14.0,17874.48,11.96,6.7,0
19533.34,0.238,0.508,0,7.9,5224.52,9.67,4.5,0
29737.66,0.19,0.656,1,5.6,2696.95,12.56,6.8,0
149425.62,0.376,0.052,0,9.9,28734.06,6.26,5.9,0
96127.09,0.459,0.727,0,4.8,30263.52,12.2,4.2,0
41104.42,0.183,0.507,1,6.3,9873.32,8.43,9.8,0
43714.72,0.407,0.763,2,0.8,16162.9,13.59,3.7,1
55534.0,0.238,0.429,1,6.6,9762.92,10.5,3.7,0
32341.29,0.368,0.436,1,0.5,5684.58,7.74,11.4,0
29322.46,0.305,0.303,0,8.8,4498.6,5.49,18.6,0
97652.18,0.237,0.01,0,11.9,28076.28,6.0,3.4,0
118756.33,0.2,0.307,0,12.5,14247.37,9.17,4.6,0
71962.05,0.291,0.786,0,9.7,36647.95,10.25,6.4,1
110368.24,0.392,0.641,0,20.9,18770.99,8.51,4.2,0
